622	high	high	5more	2	small	med	unacc
954	med	vhigh	5more	4	small	low	unacc
463	high	vhigh	3	2	med	med	unacc
1302	low	vhigh	2	2	big	low	unacc
1214	med	low	2	more	big	high	vgood
759	high	low	2	2	med	low	unacc
1248	med	low	4	2	big	low	unacc
1090	med	med	2	4	small	med	acc
1039	med	high	4	4	med	med	acc
1069	med	high	5more	4	big	med	acc
837	high	low	5more	2	small	low	unacc
261	vhigh	med	3	more	small	low	unacc
842	high	low	5more	2	med	high	unacc
1319	low	vhigh	2	more	med	high	acc
1667	low	low	3	more	small	high	good
1272	med	low	5more	2	med	low	unacc
422	vhigh	low	5more	4	big	high	acc
906	med	vhigh	3	4	big	low	unacc
1146	med	med	4	4	med	low	unacc
1649	low	low	3	2	small	high	unacc
160	vhigh	high	3	more	big	med	unacc
1666	low	low	3	more	small	med	acc
502	high	vhigh	4	4	big	med	unacc
114	vhigh	high	2	2	big	low	unacc
972	med	high	2	2	small	low	unacc
1134	med	med	4	2	small	low	unacc
136	vhigh	high	3	2	small	med	unacc
1674	low	low	4	2	small	low	unacc
864	med	vhigh	2	2	small	low	unacc
1441	low	high	3	4	small	med	acc
630	high	high	5more	4	small	low	unacc
748	high	med	5more	more	small	med	unacc
1604	low	med	5more	4	small	high	good
165	vhigh	high	4	2	med	low	unacc
1708	low	low	5more	2	big	med	unacc
1268	med	low	4	more	big	high	vgood
1590	low	med	4	more	big	low	unacc
266	vhigh	med	3	more	med	high	acc
510	high	vhigh	4	more	big	low	unacc
1175	med	med	5more	4	med	high	vgood
357	vhigh	low	3	2	big	low	unacc
195	vhigh	high	5more	2	big	low	unacc
1305	low	vhigh	2	4	small	low	unacc
1009	med	high	3	4	small	med	unacc
115	vhigh	high	2	2	big	med	unacc
406	vhigh	low	5more	2	small	med	unacc
661	high	med	2	4	med	med	unacc
1472	low	high	4	4	med	high	vgood
569	high	high	3	2	small	high	unacc
791	high	low	3	2	big	high	unacc
780	high	low	2	more	big	low	unacc
1091	med	med	2	4	small	high	acc
212	vhigh	high	5more	more	med	high	unacc
154	vhigh	high	3	more	small	med	unacc
